,Review,Score
406,"BEST INDIAN FOOD EVER. Hands down, no questions asked.Came here with my mom and sister and here's what we ordered:1. Prawn Koliwada (6.20)2. Dishoom Chicken Tikka (7.90)3. Paneer Tikka (7.70)4. House Black Daal (5.90)5. Chicken Berry Britannia (9.50)6. Chicken Ruby (9.50)7. Garlic Naan (2.90)8. Steamed Basmati Rice (2.90)Every single dish was outstanding! If I had to choose my top 3 dishes to order they would be the Prawn Koliwada, Dishoom Chicken Tikka, and House Black Daal. But honestly, you cannot go wrong with any dish you order! The Prawn Koliwada was so crisp and fresh and the chutney was unlike any I've ever had! I was so obsessed. Both the Dishoom Chicken Tikka and House Black Daal were so flavorful and rich in the best way. The chicken in the Dishoom Chicken Tikka was tender and juicy and cooked so nicely.The service here is fantastic and the ambiance is very fun and trendy. If you have not been here before and you're visiting London, Dishoom is a must! My family and I arrived here around 4pm and waited for about an hour! Apparently the wait is much longer near dinner time so if you're flexible I would definitely come as early as possible! Would love to come back to Dishoom the next time I am in town.",5 
407,Dishoom.. We need you in California. Since when did Indians make breakfast rolls with the naan? Have I been living in a cave or is this a UK thing?!? Cmon bruv!!A warm flat naan with some amazing smoked bacon coated with a sweet sauce and a perfectly runny egg where the yolk bursts when you take a bite?! And the little bits of mint that compliment the savory sweetness perfectly?! Wow.. I could eat this for breakfast any day of the week. I thought this place was awesome but its just based on one breakfast item. They give you a little red sweet jelly type of sauce to dip it in. Sooooooo goood!! OH MY DAYS! Lol..,4 
408,"This was our first ever Indian/Irani food experiance ever and it didn't disappoint! First we started off with drinks since we had a 20 min wait (no biggie on a saturday at 9). I got the cobada colada (I think, it's a tongue twister!) It was absolutely delish and tasted like a vacation in a glass.Once seated, our waitress was incredibly kind and recommended a bunch of stuff. We went with the black daal, chicken ruby, gunpowder potatoes, rice, and garlic naan. All were so flavorful and tasty. Our favorite dish was the chicken ruby. All dishes are meant to be shared. Everything is also very reasonably priced in my opinion (nothing we got was over 10.)  For a restaurant with over 1200 Yelp reviews, I see why! A unique and exciting food experiance.",5 
409,"When we were planning our trip to London, I knew Indian food had to be something we ate while we were there. I looked at many places until I found Dishoom. The reviews looked promising so we chose the Covent Garden location based on preference of where we wanted to be. When we arrived we saw a long line. It was almost like the lines you see to get into a bar/nightclub. I had been warned about the lines from other reviews but was surprised by what we saw. We were immediately greeted by a staff member who took our names down and apologized for the wait. He said it was going to be an hour and half. Yes an hour and a half. But we were determined and everyone else in line seemed to be in good spirits so we got comfortable and waited. They do take reservations for parties of 6 or more. The staff offered us some chai tea and green tea to sip on while we waited. The line moved and when we made it to the front, we were greeted with another staff member who led us to the bar. From there we ordered drinks and then a staff member came and took our drinks to our table. We were taken care of by 4 people even before we sat down. The restaurant's vibe is Our server came and made recommendations. By that point, we had already decided on what we wanted because we had plenty of time to look at it. We ordered Chicken Tikka, Chicken Biryani, rice, regular naan and garlic naan, and raita (yogurt sauce). The food was so delicious. The food comes out family style which is typical in Indian culture. Everything was well made, flavorful, and a good amount of spice. The service was fantastic too. Like I said, from the moment we got in line until we left, we were well taken care off. Definitely worth it.",5 
410,"I hate to admit it, but I don't think my taste buds really care for Indian cuisine.  However, on my most recent trip to London, I couldn't ignore the fact that this place received raving reviews about their food.  My boyfriend and I came here for a late breakfast before we headed out to explore the city.  We both had the bacon naan roll and it was one of the most delicious things I've eaten!  I was really surprised by how yummy everything was, from the pillowy softness of the bread, to the savoury flavour of the bacon that was complimented nicely with some sweetness from the tomato jam. I'm not sure when we will be back in London (hopefully soon, after we visit some other destinations on our list), but I would definitely come back here again!!",5 
411,Bacon & Egg Naan Roll: 5/5Ruby Chicken: 4/5Okra Fries: 5/5Garlic Naan: 5/5,5 
412,"We were told Dishoom was the best Indian food in London, and Indian food is pretty rampant in these parts.  It was pretty tasty (after a few days of eating sub par food, since during the holidays most things are closed).  While most of the dishes had good flavor, there were some misses.  Grab a few dishes of curry, naan, tikka. The biryani is a good staple.  Some of the food has good heat to it, so don't forget to pair it with some raita to cool it down.All in all, this is a great place for groups.  A good time and pretty good curry.",4 
413,We were beyond happy with our experience at Dishoom! The food was excellent and plentiful. We did the preplanned menu for a party of 10 and it was a great experience. The staff was also very accommodating and provided excellent service.,5 
414,"Even though we had to w for 1 hour it still gets a 5.The service, food, drinks and atmosphere were all first rate. They handle the tables rely well so the wait time is accurate. No reservations so pick your time carefully otherwise prepare to Q.",5 
415,I was recommended Dishoom by a fellow volunteer for my layover in London on my way back home from Greece. The design inside is both elegant and traditional. The atmosphere is both warm and welcoming. The food is flavorful and right to texture and proportion. I did order more than I could eat though since I was only party of one but wanted to try a couple of things. I'd definitely come back one day if I'm in London.,4 
416,"I never thought I'd say an hour and a half wait would be worth any meal - but it is at Dishoom! Now this wait was partially my bad, no they don't take reservations past 5:45pm for small parties, but my partner and I showed up at 6:30 on a Saturday night - aka peak time. The staff was so friendly during this wait, they even pass out hot chai tea! (and you can grab some beers from a convenience store around the corner while you wait as long as one person stays in line)Now for the food: my partner and I split the lamb samosas, a lamb chop, the house black daal, the fish tikka, chicken curry, and garlic naan. Our socks were blown off by each dish after the next. The fish was a favorite of mine (and a recommendation from a loyal regular we met in line) it was melt in the mouth soft, like butter, and the seasonings were just impeccable (on everything)! The lamb chops were tender, the samosas were perfectly crispy and flavorful, the black daal was something not to miss, and the curry was lick the bowl delicious. We finished our meal with the chocolate pudding and chili ice cream dessert, and it was the perfect juxtaposition of hot and cold, spicy and sweet, rich and light. Everything consumed at Dishoom was the best I've ever eaten - no lie, no exaggeration. If you like Indian food, or even if you don't, get your butt down here! (but be prepared for a wait)",5 
417,"My husband and I had lunch at this location the other day.  We arrived just before noon.  We did not have a reservation, but the hostess said that was no problem.  She would seat us at the end of a long table for 10 people, but said she would need it back by 1:30.  This was not an issue for us, but it did seem a bit odd.  I've only been to a few places that have told me I can have a table for a limited amount of time, but most of the time it is because the restaurant is so amazing that they are overbooked, so although in one sense it bothered me, in another sense I was now even more excited to eat here because, dang this place must be good.  For drinks my husband ordered a watermelon cooler which he described as a watermelon mojito, no alcohol.  I was debating between a chai and a lassi.  I love both, but I have a tendency to fill up on lassis before my food arrives.  However, there was a guy at another table with this gorgeous pink drink.  When I asked the server what it was and he said the rose and cardamom lassi, I knew I had to have it.  To be honest, it was my favorite thing I consumed at this meal.  It was heavenly.  It had just the right amount of sweetness and the a gorgeous flavor of roses, but it did sort of fill me up.  For entree my husband ordered the lamb chops.  He saw a thousand things he wanted to order on the menu and was having a terrible time deciding, but once I started showing him pictures on Yelp he knew that is what he wanted and he said they were incredible.  I'm not super into red meat right now.  My pregnancy has largely turned me off to most red meat,  but they did look gorgeous.  I ordered the chicken ruby.  Here's my issue, it was one of only 2 curries on the menu.  I mean it is kind of cool to go to an Indian restaurant that has different stuff and when we were in India most restaurants had curries, and tandoori, and biriyani, but I really felt like 2 curries was a super limited selection.  There was no korma, xacuti, vindaloo, madras, etc.  For my personal taste this lack of selection of sauces was a bummer.  The chicken ruby was very good, but far from the best I've ever had.  It tasted like butter chicken to me.  The spicy flavor didn't kick in until the very last minute.  I ordered it with basmati rice which was fine, but in no way special, and roti, which again was fine, but not special.  With his lamb my husband ordered the black daal which everyone raved about and we found to be lackluster.  These were far from the best lentils we've ever had.  The atmosphere of the restaurant was a bit odd too.  We sat upstairs and I am glad we did.  When I went downstairs it was like a whole different restaurant.  It was loud, crowded and cramped.  The upstairs was a bit like that, but not to that extent.  Finally, the prices were a bit steep as well.  After, Gordon Ramsay's restaurant, this was the second most expensive meal we ate in London, so it is pretty pricey.  We definitely enjoyed it, but I don't think we enjoyed it that much and for all those who say this place is worth the wait, I am going to have to politely disagree.  Again, it is good, but it is not outstanding.  Perhaps I am spoiled by my vast selection of Indian at home or by the fact that I have traveled and spent time in India.  I had really high expectations for Indian food in London and this didn't really meet them.",3 
418,"It seems like dishoom grew in popularity since I last visited in 2014 and I'm not surprised! My friends and family have heard me rave about it for years and I still stand by the fabulous menu! My husband and I visited the covent garden location on a Friday evening back in April - literally during peak dinner hours. I knew we would have about a 2 hour wait so we made sure to have a snack beforehand. Loved that the host outside was handing out piping hot glasses of chai, it helped make the wait in the rain a little better. We were finally seated in the downstairs dining area and it was bustling with people, just as I remember it on Friday evenings. When I was in grad school, dishoom was my weekly indulgence of Indian street food and I had the menu memorized forward and backwards. I liked seeing that most of my favorites were still on the menu - black dal, gunpowder potatoes, paneer tikka and murgh malai. We tried a new dish this time, which I really enjoyed as well, the goan shrimp curry. Everything tasted fresh and so delicious! I still feel like this is some of the best Indian food you can find in London!",5 
419,"Waited 1.5hr on a Sunday night to get seated with 3 friends.  They came out with comp shots of lemonades and dates and grapes which was nice.We ordered fried okras, the far far (like prawn crackers texture) and Dishoom calamari (breaded fried calamari) for appetizers.  The fried okras were so good we ordered a 2nd one!My friends ordered the chicken ruby, chicken berry Britannia with biryani rice and prawn curry.  I had the Murgh Malai (marinated grilled chicken thigh meat).All dishes were flavorful.  The flavor of the biryani rice dish with the sweet berries tasted very good.  The Murgh Malai pieces were tender wth wonderful flavor.Would I come back to eat?  Yes - if I don't have to wait for 1.5hr.  That really took it out of us standing there (luckily it was a nice balmy night).",4 
420,"Wife found this place on Yelp which has over a thousand reviews and 4.5 stars. After several Tube rides we got here and was told the wait would be an hour. However we waited only about 40 minutes and was seated. While in line we chatted with a family from Seattle who had been there and loved it, and highly recommend the fried okra appetizer. They were right about the restaurant being worth the wait and about the okra! We ordered Chicken Ruby which was like chicken Tikka masala, and it was super delicious. We also ordered another curry and it was good, but not as good as the orange curry. We also ordered lamb and chicken tandoori and both were flavorful and tender without being dry. The plain and garlic naan were great to dip the curry. Overall a delicious experience, definitely recommended and definitely will return next time we are in London!",5 
421,"Amazing! I've heard about fishhook through friends and bloggers on Instagram. My cousins and I came for dinner one night and brunch 2 days later. While I preferred the dinner, both were good. The drinks were delicious. We ordered a variety of things and the most notable and delicious once's were the spicy chili toast, the dhal (which I normally don't love but it was so good!), the okra frys, the chicken ruby and lamb chops. The chops were so juicy and tender. For breakfast, we really enjoyed the chicken egg burji and the chai, which is endless.There are no reservations for dinner, there's a wait outside at a first come first serve basis. While you wait in line, someone does offer your water and lemonade which I thought was really nice. We came on a Wednesday night as a group of 5 and waited about a hour and half. You can make reservations for breakfast which was really easy to make.",5 
422,"This place was the best restaurant I went to during my visit to London! I loved the ambiance, the variety of food, the proportions and the price. I had the paneer tikka roll which was amazing and perfectly cooked. My brother had the Ruby chicken and loooved it. Said it was one of the best chicken dishes he's had. I recommend going if you love Indian or want to try Indian food. The hype is real.",5 
423,"So, in advance of going to London, I was told to go to Dishoom as it was the best Indian restaurant. Since I was hearing this from another Indian person who is family, I felt I had to go if it was possible. Considering this location is right near Trafalgar Square, it was quite perfect to stop by in our travels.I was told in advance that the restaurant doesn't take reservations. Apparently it does. We arrived and were told there was a 40-minute wait. So, we put our name on the list, said screw it, and just walked around the general area. When we returned 30 minutes later, our name had already been called and they moved on. It was an annoying start. So we had to wait another 40 minutes that was actually 30 on their patio before being entered into Dishoom.We waited for a little while longer in their bar area before being seated. The vibe in Dishoom is pretty cool. It's packed and we were seated with other guests at long family-style tables. Okay, let me get to the point: the food is some of the best Indian food I've ever had at a restaurant. The house black daal is unbelievable. They claim it is ""cooked over 24 hours for extra harmony"" and you can taste the preparation. The harmony is delightful. For that alone, and at 6 pounds, it is worth going. The other items I got were the okra fries and the paneer tikka, both were delightful as well and I'm sure the meat options are good too for those interested.You could easily break your wallet if your eyes get too big for your stomach as everything looks and is delicious. However, for 2 people, we simply ordered these 3 items and garlic naan and it sufficed in the late afternoon after a long day of walking. To me, it was certainly manageable pricing for quite good food and ambiance in London.I still will rate Dishoom 5 stars but there were two downfalls. I would say the reservation and seating situation was just a little unclear and odd given the popularity of the restaurant. I also think the service was a bit odd at times. I mean it's odd for me as an Indian person to have a white guy tell me about Indian dishes, but hey, that's just me and I know that's his job. But, more so, our server just kind of disappeared at one point without telling us and another server seemed to have no choice but to start serving us and handle our bill when she realized that guy was just gone. But, the reservations/service situation aside, Dishoom was that good that it didn't matter. You should definitely check it out if in London and especially because I'd expect as a tourist you'd be visiting this busy area of the city at some point anyway.",5 
424,"Dishoom! Lives up to its expectation and ratings... Is it an overpriced place? YES.. Is is always crowded? YES.. Does it live up to all the hype it's created? YES.. Is it worth it? Dishoom! YES!Thanks to fellow Yelper's who made the decision extremely easy for what to order... Priced a bit on the expensive side for the really small portions you get... it might annoy you to find a small little bowl of Okra Fries (£3.70) and Prawn Koliwada (£5.90).. But have a bit of these extremely well seasoned appetizers... and ... DISHOOM! They got it spot on.. Really nice flavor and you'll definitely enjoy it!For entrees... Chicken Ruby is clearly a winner. We saw a few tables order Biryani and Choley Bhatura too; but most of them were hogging on the really delicious (albeit smaller portions) of this dish.. again, priced a bit on the steeper end at £8.20. Roomali Roti's go extremely well.. so definitely recommend that!Few things to remember.. they don't take reservations, so be prepared to wait! We waited ~50 minutes on a Wed night at 7:20. After we got in, they strategically send you downstairs to their bar where they'd expect you to spend a few more £££'s on drinks.. in about 15 minutes, you'd be taken to your table. For a place already minting money, this was a bit unnecessary in my opinion!Service wise, no complaints! In fact, the food comes out really quick after placing your order. We got our food within 10 minutes! Definitely a must experience place for the Desi & Videsi crowd ;-)",5 
425,"Go ahead, call me boring. When I was in London in January, I ate here three times. Note, I was in London for three days. Well, I'm back in the UK and my first meal, Dishoom. I didn't even try to order something new. I went with what I got last time. okra fries, garlic naan, and the infamous Black Dahl. Omg, I nearly forgot the homemade chai drink. It's as close to True Indian saffron tea as I can find.There is always a line outside. They do not have reservations. I don't care if it's a two-hour wait, its worth every minute of standing. I'm convinced that Dishoom is my favorite restaurant of all time.",5 
426,"This place was a disappointment. More specifically, if I had paid half of what I'd paid, it would have been acceptable. But I have had much better Indian food, with bigger portion sizes, for less.My sister and I came here right before 5pm and waited for around 45 minutes to be seated. We ordered the Pav Bhaji, mango lassi, dosa, Ruby paneer, and Ruby chicken. The Pav Bhaji was okay but not super flavorful. The bread didn't taste very fresh either. The mango lassi was good and not too sweet. The Ruby paneer was flavorless - I was surprised at how little spice they used. The Ruby chicken curry was good but ridiculously overpriced - the sauce was tomato-y and lightly spiced, but the chicken didn't seem to be marinated. And the dosa was not flaky at all. Even the rice was a disappointment. Slightly mushy and not at all what I would expect.Side note - the decor and atmosphere in the restaurant was good, but the thick incense smell was very irritating for my asthma. A lot of people have asthma, so it might be a good idea to not burn so much incense inside. It also made me wonder if they were trying to cover up something. Why not let the smell of the food shine through?I'd like to emphasize that I've had way better Indian food in small towns. I would expect much more from a big city like London and from the hype that this place gets.",2 
427,"A no flair very casual however very nice experience. Loved this place, great vibe great service great atmosphere and the food that goes along. First off I was happy that all the staff speaks English.  Being from Southern California and experiencing disappointments with the lack of quality and lack of the English language in almost all  Indian restaurants these guys need to move to California. I had the basic Chicken Tikal masala, a vegetarian dish which consisted of broccoli ( well prepared ) some bread , raita,  salad , beer , desert , tea . Good food, attentive service, clean what more. Great job guys",4 
428,"Who knew London was known for Indian food? Not me. Indian food has been on my to-do list for quite some time and this definitely checked it off the list. I loved it!Upon reading many reviews I had a strong idea that we would be waiting in the queue for quite some time. We arrived as early as we could and joined queue 1-which gets you the ability to join the real queue 2. Once you get through that line you finally get to enter and wait a little longer with a buzzer at the bar. So all in all the wait was LONG. and you are not allowed to wait elsewhere. They did bring us a free chai latte inline 2 which was great. We sampled all sorts of things trying to steer clear of too much spice. The attendant in queue 2 helped us through the menu and all of her recommendations were spot on. Our waitress also helped with her favorites. We grabbed a handful of plates to split between two of us and loved getting to try different things. The manager even stopped by to ask what we thought, gave us some history of the restaurant and was extremely friendly. All in all, I dug the vibe, the food, and the staff. If you're in London give this a try. You will get an authentic Indian food experience.",5 
429,"Had an amazing first Dishoom meal here recently, and very happy to recommend it to all. We came for breakfast, and I sincerely love the vibe and decor of the place. Our service was friendly and very attentive, and they kept the house chai flowing which was fantastic! We got the Kejriwal and the Keema Per Eedu. Both were quite tasty, especially the Keema (which had a stronger flavor). I was sad to not have enough stomach space to try out some of the naans. Most of all, I loved the decor - from all of the photographs, to even the decor in the restrooms, to the giant clock going backwards (""it's on Bombay time"" - our server) it really has a lovely atmosphere that feels special and unique.",5 
430,"Delicious! This place is in demand. I went to the one near Trafalgar Sq. It is a touristy area but it is delicious and worth it. Bombay style Indian food. We got cheesy naan and chutney, okra fries (these are probably the best thing on the menu???), rice and kebab, and black daal. For drinks we tried chai and watermelon sharbat. There could be a long wait. We got in and were seated right away. Right after us a long line formed, Disney-style. I wish I could eat here every day.",5 
431,"This was one of our better meals while in London.I had heard great things about Dishoom, so I bookmarked this restaurant prior to my trip to London. Unfortunately, the only time that I could visit was during the morning, so we opted to try the food prior to our trip to Buckingham Palace. Luckily, we got there before the brunch crowd, so we were able to be seated right away. The menu didn't have a ton of choices, but I decided on the Big Bombay breakfast, which included eggs, beans, sausage, bacon and some rolls. It was a relatively simple breakfast (and a lot of food), but everything was nicely cooked and flavorful. Paired with some orange juice, this was a good start to the day exploring London. I would definitely want to return, next time I am in London, to try dinner.",4 
432,Amazing food and amazing service. I've been multiple times with family and friends.,5 
433,My favorite Indian in London. Drinks and everything we ordered was great. They also did well working with restrictive diets and were helpful making suggestions. Worth the wait.,5 
434,"Not a big Indian food fan but I was told I just had to have Indian food when in London and this place was the place to go.  Got to the restaurant on our first night there, a bit jet lagged and tired only to realize they had an hour line to wait in outside.  We decided to wait it out.  Time passed by quickly talking to friendly people in line, and the restaurant sent someone out to give free cups of chai tea and mint tea to those of us waiting in line, which was a nice touch.We actually were seated after only a 30 minute wait, and we ordered the vegetable Somosa appetizer which was a veggie and spice mixture inside a small pastry.  It was very flavorful.  Followed this with the Ruby Chicken, which was pieces of tender chicken in a red curry sauce and an order of their garlic Naan.  The chicken was flavorful and everything you'd expect a red curry dish to be.  The Naan was good but sadly did not taste of garlic.    Although Indian food is still not my favorite I did enjoy the food here and would recommend .",4 
435,The food is extremely tasty. the ambience is not that great though. the service is good!,4 
436,"Two different friends recommended this restaurant before my trip to London and I'm so glad I listened to them.  My friends and I showed up on a Monday night to find an hour wait.  We had theatre tickets and couldn't wait so came back the next day for lunch and decided to stick out the 45 minute wait.  All of us agreed this was the best Indian food we've had.  My personal favorites were the grilled pineapple and paneer and the ruby chicken (a traditional curry dish).  We tried the grilled potatoes, samosas, chicken tikka, rice, naan, and a salad.  Nothing disappointed.",5 
437,"Disclaimer: I'm just a simple dude from Southern California.The hype of Dishoom is so very real. The food is amazing. It's well balanced, cooked perfectly, and is incredibly appetizing. My mouth is watering just thinking about the food.The servers were nice and I felt like I was eating at a trendy restaurant in LA. I think it's a great combination of the great Indian food you can find in London and the service you should come to expect at a trendy LA restaurant. I remember waiting almost an hour for the meal and normally, I wouldn't do it. But I had to see the hype. It was definitely worth it. I recommend Dishoom if you're around the area!",5 
438,"Not an Indian food expert. We came here because we know London has amazing Indian food. My Indian friends told me it is much better than the food back home. From our yelp search, we made reservations here.Two stories and we would recommend reservations given how popular it is. We decided to be brave and order a bunch of things we never tried. PAU BHAJI (A bowl of mashed vegetables with hot buttered, home-made bun, Chowpatty Beach style. No food is more Bombay. (V)(S)4.50) - This was boxed on their menu and I wanted some veggies. This was our favorite item! It was so flavorful! Can't believe its veggies!AWADHI LAMB (The lamb is prepared with stock and spices, then layered with rice and cooked in traditional 'dum' style. (S)10.50) - My husband loves BIRYANI so we ordered this. We ordered yogurt to go with it. They gave us a big bowl of it! The yogurt was really refreshing and delicious but unfortunately the biryani was so-so. Not as flavorful. HOUSE BLACK DAAL (A Dishoom signature dish -- dark, rich, deeply flavoured. It is cooked over 24 hours for extra harmony. (V)5.90) - Also boxed on their menu. It was our second favorite item. It is made from what I think is mung beans (or similar). You don't like mung beans then I wouldn't order this. DISHOOM CHICKEN TIKKA (A family recipe, using a marinade of sweet vinegar, not yoghurt. Laced with ginger juice, turmeric, garlic and green chilli. (S)7.90) - As close to the famous chicken tikka marsala you will get here. Came with 4 big pieces of chicken. Its not as creamy but good. It was a bit sweet for me. Garlic naan- we got one. You can get it buttered or not. It was good. Overall, it was a good meal. Unfortunately, I don't eat Indian food that often so I am no expert. Flavors were very different but good from the Indian food I've had in the States.Plenty of restrooms that is pretty nice.",5 
439,"It's the BEST Indian food that I have tried so far! Worth the wait! Host and servers were super friendly and considerate! The server not only moved the big party away from us for more privacy, but she also apologized for the noise at the end! Ruby chicken was crazily tasty！！",5 
440,"My first time in London, first meal in London, and first time stepping foot in a modernized traditional Bombay-style cafe. Dishoom is beyond any Indian food I have tasted in the U.S. and has elevated my Indian food experience and a spectacular culinary treat. Despite the long queue, staff were very welcoming and friendly. At one point, the host came out to personally chat with us and the hostess even offered hot Indian tea and beverages for the awaiting guests. Well known for their breakfast and buzz for their fried eggs and Bacon Naan Roll, we arrived for dinner instead. Our waiter, Ali, was so helpful in explaining the menu, as everything just sounded so inviting and delicious. We ordered a full table, starting with the Bhang Lassi and Mango & Fennel Lassi drinks. Indian food is best eaten with Lassi as it balances the heat and spice from the curry. For the entrees, we tried the House Black Daal, Chicken Ruby (tender chicken in makhani sauce), Sheekh Kabab (grilled lamb) and dipping Raita (minty cucumber yogurt). I would recommend getting two orders of the stonefire Naan or the steamed Basmati Rice for dipping and mopping the rich, silky curry sauces. Ali also brought out 3 house-made dipping sauces, which really brings out the flavor of the meat dishes. Mouthwatering food and drinks, stellar customer service, clean and charming restaurant decor, all located right in the heart of London. Dishoom is so worth the 13 hour flight from San Diego. Cheers/Chiyars!",5 
441,"My husband and I came here for dinner on a recent trip to the UK. We arrived around 5:30 PM and had to wait over an hour and a half to get in... But it was totally worth it. It was a cold and blustery day (don't worry, this isn't the start of a Gothic romance), and the waitstaff kindly provided mini cups of steaming hot chai and mint tea to warm us while we waited. Once we got in, my husband and I were seated downstairs at a tiny two seater table. Our waiter helped us make sense of the extensive menu and together, we put together a lovely meal. We had the lamb biryani (best I've ever had) paired with a light yogurt dip to cut the heat. We also has veggie samosas and fried okra. YUM. Everything was super and I was extremely impressed with the quality of the food. We washed down our delicious meal with a glass of mango lassi (also terrific). If you have the chance to visit, please do. It's well worth the wait. Oh, and the WC was pretty clean, too.",5 
442,"Bistro-style Bombay restaurant with excellent food, great service and wonderful late-night international vibe. Fresh Nan constantly being made in the kitchen. Much care taken to deliver very flavorful dishes including Tandoori, curries, biryanis and house specialty daal. Reasonable prices. Great drinks. What's there not to like?",5 
443,"Went here twice in two days - first for breakfast then for dinner. We arrived a bit early for dinner, around 530pm. Good thing, because by 630 there was a line snaking out the door. I had the chicken biryani. It was very very good - the rice was slightly over cooked, so I would not rate it the best I've ever had (tbh it's pretty hard to beat a biryani made by a specialty mom and pop shop), but the service and atmosphere more than made up for any slight shortcomings in food. The waiter recommended pairing it with their special gin tonic, which was a spot-on combination. Bottom line - I would come back here again and again just for the experience and wow factor. Very happy with Dishoom.",5 
444,"Found this place on Yelp while picking up some discount theatre tickets, and since we love Indian food and we heard the Indian food in London was amazing...this had to be tried. And oh boy was it delicious! We came in around 2:45pm local on a Friday, so it was a short wait...but after ordering the food (with some recommendations from the server), it was completely worth it. Specifically, the Chicken Ruby (their 'makhani' style dish) was off the chain, the House Black Daal was so so tasty, and the Lamb Boti Kabab was perfectly seasoned - extremely balanced and still juicy. Even the garlic naan was freshly glistening with butter!The only slight disappointment was the Prawn Koliwada - I think we expected something slightly different, and while it wasn't bad once the main dishes came out, we completely ignored it and crushed everything. This place is so so good!",5 
445,"This was probably the best Indian food I've had at a restaurant outside of India. Honestly, it's on par with the restaurants actually in India! Came with a small group for dinner after 5+ people recommended I head here before leaving London. The queue was a bit long and we were told it would be an ho wait, but we persevered. We ended up waiting outside for 30 minutes then being moved downstairs to the bar and given a buzzer to wait for our table. The buzzer rang after 10 minutes and we were in our way. We ordered the chicken tikka, chicken ruby, lamb samosas, garlic naan, lamb biryani, mutton pepper fry (chef's Covent garden special), okra fries, and lamb boti kabab.  Everything tasted amazing. All of the meats were well seasoned and grilled to perfection but still moist. This was my first time having okra fries and they were delicious. I'd say the absolute must haves were the mutton pepper fry, chicken tikka, lamb biryani, and ruby chicken (roughly in that order). The service was amazing and the restaurant was lively. It was a great experience and I definitely need to go back for more!",5 
446,"It wasn't even 5 pm and this place had a line outside already.  Granted, this resto is smack dab in the middle of tourist mecca in London, so you really can't fault it for brimming with tourists. With all the accolades it has received at Yelp, Zagat and TripAdvisor to name a few, a long wait here is inevitable. We got lucky though 'cause we only waited about 45 minutes to get seated (with only 6 couples of in front of us or so it seemed).  Reservations for dinner are only taken for groups of 6 diners or more.  But here's the 411 on the seating process, just in case you think you're close to being seated when you reach the front of the line (you're not): You stand in line outside, and when you get to the front of the line, they may call you in inside and sit on the chair by the hostess podium, or they may just call you in and lead you directly to the bar downstairs to their basement, where they encourage you to get a drink, and where you have to wait some more. We ordered a couple of drinks (a Virgin Bombay Colada for me and a Nimbu Pani for the hubby), and studied the menu while waiting another 20 minutes down there. We were eventually seated just on the other side of the bar area.  This place is tight, so you will definitely be in on the conversation of the people next to you, whether you like it or not.  Here are the items we ordered:Naan--a bit disappointing.  It wasn't piping hot when it reached our table.  No blisters on it like it usually has and it wasn't elastic in texture.  More like a flatbread than a traditional naan. We should have sent it back and gotten a hot off the oven one.Dishoom Calamari--nice flavor, tender, but a little greasy.  A small portion but perfect for two people sharing. Kacchi Lamb Biryani--good dish, nicely spiced, very tender lamb chunks underneath the rice.  Kacchi Lamb Chops--ordered and enjoyed by the hubby.  The marinade has penetrated the meat and you get a very flavorful and tender bite. Enough for 1 person.Raita--good accompaniment for all the dishes we had and will cool your palate.We did not have dessert.  We were just too full from our dinner.  Service was friendly and good.  When we were standing in line outside the restaurant, a staff member came by with small glasses of Nimbu Pani (essentially a lemonade).  It was a warm day, so it was definitely welcome and refreshing. They're open for breakfast, lunch, and dinner, so they don't close down at all in the afternoon.  If you can go in the afternoon, the wait times may be better.  When we were leaving the restaurant, the line was pretty bad.  There must have been over 15 parties in line. As good as their food is, I wouldn't wait in that line.  You're better off trying a mom and pop Indian restaurant that probably has as good, if not better food than this restaurant.",4 
447,"SO GOOD. When we have friends visiting from the states, Dishoom is always my first recommendation. Yes, you should expect to wait in line (usually 1 hour but always depends) and I promise you, it is so worth it in the end. If you want to try for a shorter wait, I'd aim to get there no later than 4:45pm. Without a doubt, you've got to try the Black Dahl (creamy, flavorful and unlike any other dahl I've had. It's one of their specialties!). I also highly recommend the Pau Bhaji. It's vegetarian dish, and I wasn't too keen on the description but a waiter once recommended it so we thought we'd give it a try. Now it's a must-order every time we go! And the drinks!  Highly recommend the Hoppy Butter Paanch. It is exactly what I'd imagine a Butter Beer from Harry Potter tastes like :) Five stars all the way.",5 
448,"Food: 4.0/5.0Service: 3.5/5.0Value: 3.5/5.0Decor: 3.5/5.0Overall: 4.0/5.0I was half expecting something completely amazing but half expecting to be disappointed with my first Dishoom experience given the general accuracy of Yelp but then also the reputation of cuisine in this city.  Lo and behold, Dishoom came in smack in between - the food was indeed done quite well, and I think there is price that the proprietors can take but choose not to.  However, I would posit that the rating would be just a tad lower in certain other cities.  #true",4 
449,"I like the food dishoom has but the wait times tend to be ridiculous so would I Walt to eat the food there? No, but if there is no wait I'll gladly eat there The garlic Naan, paneer Tikka and paneer vegetable happen to be my favorite but come on guys, you need to add a malai kofta or something to your vegetarian menu",4 
450,"Interesting art deco interior design and great service. Apart from a special old fashion that I ordered, nothing is too impressive IMO. The food is rather mediocre than special.",3 
